交易日期,縣市,鄉鎮市區,土地位置建物門牌,建物型態,建坪,屋齡,總價_萬,單價_萬每坪,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建築完成年月,移轉層次,總樓層數
2026-06-21,新北市,中和區,新北市中和區中興街３９號六樓,華廈(10層含以下有電梯),27.421626028310975,8.1,1530.0,55.795369808500006,2,2,1,1070530,六層,七層
2026-06-21,新北市,中和區,新北市中和區國光街１１２巷１６弄８號二樓,公寓(5樓含以下無電梯),27.104001016400034,49.0,950.0,35.0502466195,3,2,1,0660609,二層，陽台,四層
2026-06-20,新北市,中和區,新北市中和區中山路二段１３１巷２７號四樓,公寓(5樓含以下無電梯),33.07535124032567,40.6,1458.0,44.08132066100001,3,2,2,0741115,四層,五層
2026-06-16,新北市,中和區,新北市中和區忠孝街１４８號九樓,住宅大樓(11層含以上有電梯),22.44550084170628,8.5,1568.0,69.8581791985,2,2,1,1061220,九層,十四層
2026-06-15,新北市,中和區,新北市中和區民德路１６３號六樓,住宅大樓(11層含以上有電梯),27.860251044759412,6.4,1828.0,65.61322068,2,2,2,1090103,六層,十三層
2026-06-14,新北市,中和區,新北市中和區新生街３０巷３０號四樓,公寓(5樓含以下無電梯),27.191726019689725,41.4,998.0,36.702477962500005,3,2,1,0740129,四層,五層
2026-06-13,新北市,中和區,新北市中和區秀朗路三段１２８巷７弄１０號三樓,公寓(5樓含以下無電梯),27.285501023206287,50.2,1260.0,46.178510665000005,3,2,1,0650331,三層，平台,四層
2026-06-13,新北市,中和區,新北市中和區明禮街３５號三樓,住宅大樓(11層含以上有電梯),50.36927688884788,21.2,2970.0,72.46148488600001,3,2,2,0940407,三層,十四層
2026-06-08,新北市,中和區,新北市中和區中正路１２２號十二樓之八,住宅大樓(11層含以上有電梯),20.50950076910628,27.8,1266.0,61.727600991,2,2,1,0870808,十二層,二十一層
2026-06-07,新北市,中和區,新北市中和區景新街４９６巷８弄５號二樓,公寓(5樓含以下無電梯),25.05002593937597,47.0,1370.0,54.6905764615,3,2,1,0680614,二層，陽台,五層
2026-06-04,新北市,中和區,新北市中和區復興路２８０巷２２號二樓,公寓(5樓含以下無電梯),26.317500986906285,48.6,1180.0,44.837023112000004,3,2,1,0661031,二層，陽台,四層
2026-05-30,新北市,中和區,新北市中和區秀朗路三段５０巷１７號,公寓(5樓含以下無電梯),9.546900358008763,42.7,765.0,80.1305755075,0,0,1,0720901,一層,四層
2026-05-28,新北市,中和區,新北市中和區南山路１２７巷８弄２２號四樓,公寓(5樓含以下無電梯),32.67000122512504,44.4,1398.0,42.791403354,3,2,2,0701228,四層,五層
2026-05-27,新北市,中和區,新北市中和區景平路７５３巷３１號五樓,公寓(5樓含以下無電梯),32.23440120879005,41.2,1600.0,49.636361775000005,3,2,2,0740301,五層,五層
2026-05-26,新北市,中和區,新北市中和區忠孝街２巷６之３號十四樓,住宅大樓(11層含以上有電梯),75.6734028377526,14.7,4018.0,57.376526774000006,4,2,2,1000829,十四層,二十二層
2026-05-25,新北市,中和區,新北市中和區景安路１５３號四樓,公寓(5樓含以下無電梯),21.495650806086903,48.9,1100.0,51.1732212215,3,2,1,0660620,四層，陽台,四層
2026-05-24,新北市,中和區,新北市中和區景安路８２巷６弄１號,公寓(5樓含以下無電梯),40.365601513710054,38.3,2270.0,56.236030949,2,2,2,0770212,一層，停車場,五層
2026-05-23,新北市,中和區,新北市中和區中正路８３９巷６２號三樓,住宅大樓(11層含以上有電梯),34.05242627696598,1.1,2100.0,67.40627846400001,3,2,2,1140502,三層,二十五層
2026-05-21,新北市,中和區,新北市中和區錦和路１９６巷７弄１２號五樓,公寓(5樓含以下無電梯),28.16880105633004,45.9,1098.0,38.979172092000006,5,0,5,0690630,五層，陽台,五層
2026-05-18,新北市,中和區,新北市中和區圓通路３６９巷１５６弄１０號,華廈(10層含以下有電梯),41.1037015413888,27.5,1215.0,33.817519393,3,2,2,0871124,一層,五層
2026-05-17,新北市,中和區,新北市中和區景平路４２２巷１４號三樓,公寓(5樓含以下無電梯),24.744500927918782,47.0,1226.0,49.546444423000004,3,2,1,0680505,三層，陽台,五層
2026-05-16,新北市,中和區,新北市中和區圓通路３６７巷３３弄１３２號五樓,華廈(10層含以下有電梯),43.85040164439006,16.8,1920.0,51.67074186400001,2,2,2,0980806,五層,五層
2026-05-13,新北市,中和區,新北市中和區中原街１５０號十二樓,住宅大樓(11層含以上有電梯),79.05232796446231,9.5,4000.0,50.599336945500006,3,2,2,1051102,十二層,二十層
2026-05-11,新北市,中和區,新北市中和區員山路１４６之２號四樓,公寓(5樓含以下無電梯),23.044450864166908,47.5,1150.0,49.903469203,3,1,2,0671120,四層，陽台,五層
2026-05-06,新北市,中和區,新北市中和區興南路二段１５９巷２８號八樓,住宅大樓(11層含以上有電梯),53.5485520080707,31.3,2050.0,38.2852878205,3,2,2,0831231,八層,十四層
2026-05-06,新北市,中和區,新北市中和區中正路３５２號十一樓,住宅大樓(11層含以上有電梯),54.540752045278204,12.8,2950.0,59.992063866,3,2,2,1020702,十一層,二十一層
2026-05-06,新北市,中和區,新北市中和區民利街６８巷３之１號十五樓,住宅大樓(11層含以上有電梯),38.55362644576099,5.5,1900.0,62.808262107500006,2,2,1,1091113,十五層,十五層
2026-05-04,新北市,中和區,新北市中和區新生街２７０號四樓,公寓(5樓含以下無電梯),23.61012588537972,42.3,1180.0,49.9785105225,3,1,1,0730113,四層,五層
2026-05-03,新北市,中和區,新北市中和區中原街３０號十六樓,住宅大樓(11層含以上有電梯),33.15400124327504,6.7,1765.0,53.236361640000005,2,1,1,1080806,十六層,二十層
2026-05-03,新北市,中和區,新北市中和區中原三街５號九樓,住宅大樓(11層含以上有電梯),36.427051366014425,5.4,2150.0,59.022146547000006,2,2,1,1091202,九層,二十三層
2026-05-02,新北市,中和區,新北市中和區福祥路９號十一樓之二十,住宅大樓(11層含以上有電梯),18.488800693330024,27.4,1188.0,64.255204202,1,1,1,0871120,十一層,十九層
2026-04-29,新北市,中和區,新北市中和區中正路２１號二十二樓之七,住宅大樓(11層含以上有電梯),12.438800466455017,29.4,730.0,58.6872705265,0,0,0,0851116,二十二層,二十二層
2026-04-29,新北市,中和區,新北市中和區圓通路４１５號七樓,華廈(10層含以下有電梯),23.337875875170347,27.8,1360.0,58.274377980000004,2,2,1,0870702,七層,九層
2026-04-28,新北市,中和區,新北市中和區成功路１３３號十四樓之一,住宅大樓(11層含以上有電梯),32.89687623363286,29.1,1888.0,57.39140280650001,4,2,2,0860322,十四層,三十三層
2026-04-28,新北市,中和區,新北市中和區中山路二段１４３號四樓,住宅大樓(11層含以上有電梯),26.995101012316283,33.5,1410.0,52.2317335785,3,2,2,0811019,四層,十二層
2026-04-27,新北市,中和區,新北市中和區景新街２９５巷２３號三樓,公寓(5樓含以下無電梯),27.684801038180037,51.2,1460.0,52.736526948000005,3,2,1,0640204,三層,四層
2026-04-27,新北市,中和區,新北市中和區忠孝街１１巷４８號四樓,公寓(5樓含以下無電梯),23.588950884585657,55.3,1000.0,42.392725683,3,2,2,0600110,四層，平台,四層
2026-04-26,新北市,中和區,新北市中和區民樂路７號九樓,住宅大樓(11層含以上有電梯),29.690376113389103,21.0,1560.0,52.542146790000004,3,1,2,0940426,九層,十四層
2026-04-26,新北市,中和區,新北市中和區中安街１７８巷１３弄１２號三樓,公寓(5樓含以下無電梯),17.923125672117212,49.6,1180.0,65.836691746,2,2,1,0651006,三層，陽台,五層
2026-04-26,新北市,中和區,新北市中和區安平路６７號十四樓之三,住宅大樓(11層含以上有電梯),26.583700996888783,30.1,1730.0,65.0773529315,2,2,1,0850325,十四層,十五層
2026-04-26,新北市,中和區,新北市中和區興南路二段３９９巷１２之１號二樓,華廈(10層含以下有電梯),30.60392614764723,10.3,1228.0,40.12561833,2,2,2,1041224,二層,四層
2026-04-25,新北市,中和區,新北市中和區民安街５３之１２號十四樓,住宅大樓(11層含以上有電梯),28.1173760544016,31.8,1380.0,49.0799981595,3,2,2,0830716,十四層,十四層
2026-04-25,新北市,中和區,新北市中和區興南路一段１１７巷３弄６號三樓,公寓(5樓含以下無電梯),14.066250527484394,49.9,850.0,60.428427486000004,2,1,1,0650518,三層,四層
2026-04-25,新北市,中和區,新北市中和區景平路３８５巷９弄１８號,公寓(5樓含以下無電梯),25.32832594981222,50.9,1510.0,59.617187847,2,2,3,0640619,一層,四層
2026-04-25,新北市,中和區,新北市中和區安平路３０號二樓,公寓(5樓含以下無電梯),34.85102630691348,47.8,1200.0,34.432395403,4,2,2,0670705,二層，陽台,四層
2026-04-23,新北市,中和區,新北市中和區南山路２７之１號六樓,華廈(10層含以下有電梯),41.82970156861381,9.3,2300.0,72.6892534725,3,2,2,1060103,六層,六層
2026-04-22,新北市,中和區,新北市中和區秀朗路三段１０巷１４弄９６號三樓,公寓(5樓含以下無電梯),26.072475977717847,51.3,1380.0,52.9292542135,3,2,1,0631216,三層,四層
2026-04-21,新北市,中和區,新北市中和區捷運路５２之１１號十七樓,住宅大樓(11層含以上有電梯),17.926150672230648,15.0,1500.0,83.676691077,1,1,1,1000415,十七層,十九層
2026-04-20,新北市,中和區,新北市中和區安樂路２１９號,透天厝,56.301302111298824,52.1,11000.0,195.3775133345,6,2,1,0630316,全,三層
2026-04-20,新北市,中和區,新北市中和區中山路二段１０３號,透天厝,92.17780345666763,48.3,5000.0,54.24297317250001,7,4,4,0661219,全,四層
2026-04-20,新北市,中和區,新北市中和區大仁街１０巷１４號,公寓(5樓含以下無電梯),24.333100912491282,50.3,1670.0,68.630741228,4,2,3,0650115,一層,四層
2026-04-19,新北市,中和區,新北市中和區中原東街８６號四樓,住宅大樓(11層含以上有電梯),46.89355175850819,9.1,2800.0,59.709749826999996,2,2,1,1060309,四層,二十三層
2026-04-19,新北市,中和區,新北市中和區中正路８３９巷６２號十四樓,住宅大樓(11層含以上有電梯),34.60297629761161,1.0,2100.0,60.68826218700001,2,2,1,1140502,十四層,二十五層
2026-04-19,新北市,中和區,新北市中和區圓通路２９６巷５號三樓,公寓(5樓含以下無電梯),40.91917653446912,27.7,1250.0,30.548098028000002,3,2,2,0870806,三層,五層
2026-04-19,新北市,中和區,新北市中和區工專路１６５號五樓之三,華廈(10層含以下有電梯),19.665525737457216,24.4,950.0,48.3077667835,1,2,1,0901130,五層,九層
2026-04-19,新北市,中和區,新北市中和區大勇街１０８號十二樓,住宅大樓(11層含以上有電梯),46.246201734232564,14.3,2870.0,70.51008000050001,3,2,2,1010116,十二層,十五層
2026-04-18,新北市,中和區,新北市中和區中正路２１號十一樓之二,住宅大樓(11層含以上有電梯),10.820425405765953,29.4,730.0,67.46512143700001,1,1,1,0851116,十一層,二十二層
2026-04-18,新北市,中和區,新北市中和區德光路４８之１號八樓之五,住宅大樓(11層含以上有電梯),23.292500873468782,27.0,1500.0,64.3983446925,2,2,1,0880412,八層,十四層
2026-04-18,新北市,中和區,新北市中和區連城路３４７巷６弄２號,公寓(5樓含以下無電梯),17.34232565033721,50.4,1450.0,83.610575377,1,1,1,0641117,一層,四層
2026-04-17,新北市,中和區,新北市中和區南華路５５之１號五樓,華廈(10層含以下有電梯),32.20112620754223,32.6,1730.0,53.724956663,3,2,2,0820906,五層,七層
2026-04-16,新北市,中和區,新北市中和區中正路５８號二樓,住宅大樓(11層含以上有電梯),18.2044506826669,33.0,1005.0,55.2062789215,1,2,1,0820501,二層,十二層
2026-04-16,新北市,中和區,新北市中和區秀朗路三段１７５巷２號九樓之六,住宅大樓(11層含以上有電梯),32.506651218999416,30.3,1880.0,57.8343779965,3,2,2,0850108,九層,二十三層
2026-04-16,新北市,中和區,新北市中和區華新街２８之５號五樓,華廈(10層含以下有電梯),30.861051157289417,31.3,1250.0,40.50413071250001,3,2,2,0840114,五層,七層
2026-04-15,新北市,中和區,新北市中和區德光路４６號二樓,住宅大樓(11層含以上有電梯),32.052901201983794,27.0,1800.0,56.1570226875,3,2,2,0880412,二層,十四層
2026-04-15,新北市,中和區,新北市中和區自立路２９巷１４弄２號,公寓(5樓含以下無電梯),31.626376185989105,42.3,1900.0,60.07636138350001,3,2,2,0730114,一層,五層
2026-04-15,新北市,中和區,新北市中和區圓通路３０５巷２９弄１號四樓,公寓(5樓含以下無電梯),27.9237760471416,37.3,770.0,27.5752055775,3,2,1,0771223,四層,五層
2026-04-15,新北市,中和區,新北市中和區中和路２３７號四樓,住宅大樓(11層含以上有電梯),35.53467633255036,7.3,2460.0,73.2049559325,2,2,2,1071218,四層,十三層
2026-04-14,新北市,中和區,新北市中和區中興街１１５巷１弄１號四樓,公寓(5樓含以下無電梯),30.721901152071293,42.4,1106.0,36.0003292285,3,2,2,0721121,四層,五層
2026-04-14,新北市,中和區,新北市中和區景平路１３８號三樓,公寓(5樓含以下無電梯),31.635451186329416,37.8,1420.0,44.8862793085,3,2,2,0770625,三層,五層
2026-04-14,新北市,中和區,新北市中和區景平路４３１巷２５號五樓,住宅大樓(11層含以上有電梯),48.645026824188506,28.6,2688.0,59.052559769000005,4,2,2,0860910,五層,十七層
2026-04-14,新北市,中和區,新北市中和區華新街１４３巷１０６弄１６號十二樓,住宅大樓(11層含以上有電梯),32.697226226145986,29.9,1100.0,33.6419822095,3,2,2,0850522,十二層,十六層
2026-04-13,新北市,中和區,新北市中和區保健路１０６巷３０號四樓,公寓(5樓含以下無電梯),32.40380121514254,37.8,1520.0,46.908097414500006,3,2,2,0770617,四層,五層
2026-04-13,新北市,中和區,新北市中和區安平路１４５巷８弄１０號九樓,住宅大樓(11層含以上有電梯),34.95085131065692,30.7,2490.0,71.242972535,3,2,2,0840819,九層,十二層
2026-04-13,新北市,中和區,新北市中和區安樂路２１７巷２０弄１８號三樓,華廈(10層含以下有電梯),28.193001057237538,26.7,1925.0,68.27933628250001,3,2,2,0880806,三層,六層
